"","name","affiliation","id_type","author_id"
"579","Huang, Chien-Ming","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6838-3701"
"580","Zhou, Yifan","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","280"
"581","Zaitchik, Benjamin F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0698-0658"
"582","Kumar, Sujay V.","Hydrological Sciences Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA","ORCID","0000-0001-8797-9482"
"583","Arsenault, Kristi R.","Hydrological Sciences Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA","dataverse_id","281"
"584","Zamora, Ryan A.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","282"
"585","Hamer, Jacob","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7993-4214"
"586","Zhang, Yue","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3313-6030"
"587","He, Yan","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","283"
"588","Sakowski, Eric G.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","284"
"589","Preheim, Sarah P.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7365-2382"
"590","Ruan, Dihui","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8964-730X"
"591","Patinet, Sylvain","PMMH, CNRS, ESPCI Paris, Université PSL, Sorbonne Université, Université de Paris, Paris, France","ORCID","0000-0002-1585-8275"
"592","Falk, Michael L.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8383-4259"
"593","Robsky, Katherine O.","Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA","ORCID","0000-0001-7789-5779"
"594","Isooba, David","Uganda Tuberculosis Implementation Research Consortium, Makerere University, Kampala, Uganda","dataverse_id","285"
"595","Nakasolya, Olga","Uganda Tuberculosis Implementation Research Consortium, Makerere University, Kampala, Uganda","dataverse_id","286"
"596","Mukiibi, James","Uganda Tuberculosis Implementation Research Consortium, Makerere University, Kampala, Uganda","dataverse_id","287"
"597","Nalutaaya, Annet","Uganda Tuberculosis Implementation Research Consortium, Makerere University, Kampala, Uganda","ORCID","0000-0003-3903-303X"
"598","Kitonsa, Peter J.","Uganda Tuberculosis Implementation Research Consortium, Makerere University, Kampala, Uganda","ORCID","0000-0003-2971-216X"
"599","Kamoga, Caleb","Uganda Tuberculosis Implementation Research Consortium, Makerere University, Kampala, Uganda","dataverse_id","288"
"600","Baik, Yeonsoo","Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA","ORCID","0000-0001-7016-0438"
"601","Kendall, Emily A.","Johns Hopkins School of Medicine, Baltimore, Maryland, USA","ORCID","0000-0002-0083-422X"
"602","Katamba, Achilles","Department of Medicine, Clinical Epidemiology and Biostatistics Unit, College of Health Sciences, Makerere University, Kampala, Uganda","ORCID","0000-0002-2347-4183"
"603","Dowdy, David W.","Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA","dataverse_id","289"
"604","McGarity, Micajah Z.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7323-0526"
"605","Herndon, Christopher N.","Department of Obstetrics and Gynecology, University of Washington, Seattle, WA, USA","ORCID","0000-0001-6004-5655"
"606","Harris, John A.","Department of Obstetrics, Gynecology and Reproductive Sciences, University of Pittsburgh, Pittsburgh, PA, USA","ORCID","0000-0002-7907-8139"
"607","Hobbs, Benjamin F.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1783-3597"
"608","Hamer, Jacob H.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7993-4214"
"609","Schlaufman, Kevin C.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5761-6779"
"610","Sarni, Samantha H.","Department of Chemistry and Biochemistry, The Ohio State University, Columbus, OH, USA","ORCID","0000-0002-3002-819X"
"611","Roca, Jorjethe","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9793-0110"
"612","Du, Chen","Department of Chemistry and Biochemistry, The Ohio State University, Columbus, OH, USA","ORCID","0000-0001-6161-5525"
"613","Jia, Mengxuan","Department of Chemistry and Biochemistry, The Ohio State University, Columbus, OH, USA","ORCID","0000-0001-9173-1084"
"614","Li, Hantian","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1119-2792"
"615","Damjanovic, Ana","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7635-2705"
"616","Małecka, Ewelina M.","Department of Chemistry and Biochemistry, The Ohio State University, Columbus, OH, USA","ORCID","0000-0001-8482-7897"
"617","Wysocki, Vicki H.","Department of Chemistry and Biochemistry, The Ohio State University, Columbus, OH, USA","ORCID","0000-0003-0495-2538"
"618","Woodson, Sarah A.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0170-1987"
"619","Weerasinghe, Anna","Department of the History of Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","290"
"620","Serigano, Joseph","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, United States","ORCID","0000-0003-3849-5064"
"621","Hörst, Sarah M","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, United States","ORCID","0000-0003-4596-0702"
"622","He, Chao","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, U.S.A.","ORCID","0000-0002-6694-0965"
"623","Gautier, Thomas","LATMOS, Guyancourt, France","ORCID","0000-0002-9794-5056"
"624","Yelle, Roger","Lunar and Planetary Laboratory, University of Arizona, Tucson, Arizona, USA","dataverse_id","291"
"625","Koskinen, Tommi","Lunar and Planetary Laboratory, University of Arizona, Tucson, Arizona, USA","dataverse_id","292"
"626","Trainer, Melissa","NASA Goddard Space Flight Center, Greenbelt, Maryland, USA","ORCID","0000-0003-1106-8580"
"627","Radke, Michael","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, United States","ORCID","0000-0002-4072-181X"
"628","Hantsoo, Kalev G.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9334-9839"
"629","Gomes, Maya L.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9707-350X"
"630","Malkin, Sairah Y.","Horn Point Laboratory, University of Maryland Center for Environmental Science, Cambridge, MD, USA","ORCID","0000-0002-7523-1589"
"631","Brenner, Dana C.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2562-5683"
"632","Kenney, William F.","Land Use and Environmental Change Institute, University of Florida, Gainesville, FL, USA","ORCID","0000-0002-2273-8263"
"633","Chen, Ada Y.","Laboratory of Computational Biology, National Heart, Lung and Blood Institute, National Institutes of Health, Bethesda, MD, USA","ORCID","0000-0003-3236-3853"
"634","Brooks, Bernard R.","Laboratory of Computational Biology, National Heart, Lung and Blood Institute, National Institutes of Health, Bethesda, MD, USA","dataverse_id","293"
"635","Damjanovic, Ana","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7635-2705"
"636","Gilman, Robert","Department of Global Disease Epidemiology and Control, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3704-9217"
"637","Chen, Nan L.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","294"
"638","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1216-0285"
"639","Lee, Taein","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8176-9759"
"640","Mayarambakam, Sasikumar","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8745-4272"
"641","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"642","Wu, Yao","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1296-6569"
"643","Arroyo-Currás, Netzahualcóyotl","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2740-6276"
"644","Hanjaya-Putra, Donny","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3039-9206"
"645","Yee, Jane","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","295"
"646","Ceci, Doug","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","296"
"647","Truitt, Rachel","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","297"
"648","Yee, Derek","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","298"
"649","Gerecht, Sharon","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8542-4835"
"650","Dickinson, Laura E.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","299"
"651","Moura, Matthew E.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","300"
"652","Gerecht, Sharon","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8542-4835"
"653","Zhang, Qian","Department of Geography and Environmental Engineering, Johns Hopkins University,  Baltimore, MD, USA","ORCID","0000-0003-0500-5655"
"654","Ball, William P.","Department of Geography and Environmental Engineering, Johns Hopkins University,  Baltimore, MD, USA","dataverse_id","301"
"655","Zhang, Qian","Department of Geography and Environmental Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0500-5655"
"656","Ball, William P.","Department of Geography and Environmental Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","302"
"657","Zaitchik, Benjamin F","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0698-0658"
"658","Simane, Belay","College of Development Studies, Addis Ababa University, Addis Ababa, Ethiopia","ORCID","0000-0002-8004-3486"
"659","Center for Human Nutrition","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","303"
"660","Feed the Future Innovation Lab for Nutrition","Friedman School of Nutrition Science and Policy, Tufts University, Boston, MA, USA","dataverse_id","304"
"661","Center for Human Nutrition","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","305"
"662","Feed the Future Innovation Lab for Nutrition","Friedman School of Nutrition Science and Policy, Tufts University, Boston, MA, USA","dataverse_id","306"
"663","Yang, Christopher S.","Department of Neuroscience, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0002-7645-3861"
"664","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0003-2502-3770"
"665","Haith, Adrian M.","Department of Neurology, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0002-5658-8654"
"666","Nie, Wanshu","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3639-9570"
"667","Zaitchik, Benjamin F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0698-0658"
"668","Wagner, Justine","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4647-0449"
"669","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","307"
"670","Lee, Taein","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8176-9759"
"671","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"672","He, Chao","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6694-0965"
"673","Radke, Michael","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4072-181X"
"674","Moran, Sarah E.","Lunar and Planetary Laboratory, University of Arizona, Tucson, AZ, USA","ORCID","0000-0002-6721-3284"
"675","Hörst, Sarah M.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4596-0702"
"676","Lewis, Nikole K.","Department of Astronomy, Cornell University, Ithaca, NY, USA","ORCID","0000-0002-8507-1304"
